REGIONID,DATE,DEMAND,GENERATION,RRP
NSW1,2023-03-31,6756.929652777778,6518.065277777778,89.10666666666667
NSW1,2023-04-01,6664.864409722222,6316.041840277778,143.089375
NSW1,2023-04-02,6615.334236111111,6303.6007291666665,110.28375
NSW1,2023-04-03,7091.671805555556,6586.075451388889,136.6295138888889
NSW1,2023-04-04,7082.567986111111,6701.865625,146.524375
NSW1,2023-04-05,7088.9203472222225,6834.582673611111,190.13753472222223
NSW1,2023-04-06,7186.652534722222,6493.8180555555555,109.89180555555555
NSW1,2023-04-07,6658.304965277778,5956.3287152777775,82.68430555555557
NSW1,2023-04-08,6143.737986111111,5514.488611111111,23.19861111111111
NSW1,2023-04-09,5837.663541666667,5671.810833333333,22.17246527777778
NSW1,2023-04-10,6225.336701388889,5940.5368402777785,73.41288194444445
NSW1,2023-04-11,6970.793368055555,6540.751423611111,100.98163194444444
NSW1,2023-04-12,7346.992673611112,6549.5384375,110.56086805555555
NSW1,2023-04-13,7283.627222222222,6872.062291666666,110.27121527777778
NSW1,2023-04-14,7188.604444444445,6496.664375,92.7321875
NSW1,2023-04-15,6389.5390625,5870.149826388889,82.0728125
NSW1,2023-04-16,6574.395138888889,6236.187534722222,84.02020833333333
NSW1,2023-04-17,7067.1340972222215,6837.990000000001,132.2259375
NSW1,2023-04-18,7115.569895833333,6520.151284722222,111.81270833333333
NSW1,2023-04-19,7027.363229166667,6558.1935416666665,134.56663194444445
NSW1,2023-04-20,7628.245486111112,7108.566527777777,136.25243055555555
NSW1,2023-04-21,7229.977951388889,6744.934375000001,132.74427083333333
NSW1,2023-04-22,7018.1334027777775,6514.513090277778,88.02677083333333
NSW1,2023-04-23,6778.095,6216.5233333333335,76.25496527777779
NSW1,2023-04-24,7114.279930555556,6495.435138888889,97.06038194444444
NSW1,2023-04-25,6562.170659722222,5834.9575,88.21486111111112
NSW1,2023-04-26,7220.6834375,6193.879861111111,96.91076388888888
NSW1,2023-04-27,7165.758194444445,6091.435798611111,101.83819444444445
NSW1,2023-04-28,7216.119548611111,6149.075000000001,126.51736111111111
NSW1,2023-04-29,7350.133368055556,6682.861388888889,184.4763888888889
NSW1,2023-04-30,7012.207326388889,6095.816319444445,199.68555555555557
NSW1,2023-05-01,7452.511944444444,6786.9982291666665,228.85760416666668
NSW1,2023-05-02,7474.370763888888,6396.291736111111,143.95836805555555
NSW1,2023-05-03,7241.253090277777,6372.372222222222,107.45243055555555
NSW1,2023-05-04,7413.328611111112,6812.248125,179.87416666666667
NSW1,2023-05-05,7429.367361111111,6326.749652777778,150.87645833333332
NSW1,2023-05-06,7120.1239236111105,6311.083784722222,177.18854166666668
NSW1,2023-05-07,7854.924756944445,7164.571319444444,126.97243055555555
NSW1,2023-05-08,8227.018993055557,7487.427326388888,132.34479166666668
NSW1,2023-05-09,8250.667534722223,7612.206215277778,170.20138888888889
NSW1,2023-05-10,7970.857361111111,7503.701145833334,204.04767361111112
NSW1,2023-05-11,7878.851423611111,7197.335208333334,151.02395833333333
NSW1,2023-05-12,7755.554513888889,7224.570138888888,179.80822916666668
NSW1,2023-05-13,7483.401284722222,6910.112777777777,155.72090277777778
NSW1,2023-05-14,7235.42875,6431.193229166666,147.8504861111111
NSW1,2023-05-15,7914.0853472222225,6974.090034722222,168.1938888888889
NSW1,2023-05-16,7991.546527777778,7416.766909722222,187.68548611111112
NSW1,2023-05-17,8225.906388888889,7593.674548611111,213.50031249999998
NSW1,2023-05-18,8406.88173611111,7911.536076388889,180.95819444444444
NSW1,2023-05-19,8336.199444444444,7612.59375,186.1092013888889
NSW1,2023-05-20,7995.390798611111,7313.127847222222,221.05350694444445
NSW1,2023-05-21,7636.6034375,6882.252395833333,106.27614583333333
NSW1,2023-05-22,8399.988368055556,7751.5115625,171.6587152777778
NSW1,2023-05-23,8526.124583333332,7906.509131944444,224.4020138888889
NSW1,2023-05-24,8440.0603125,7358.888958333333,546.5621875
NSW1,2023-05-25,8531.551354166666,7858.117847222222,385.63211805555557
NSW1,2023-05-26,8807.708090277778,7712.005486111111,176.68177083333333
NSW1,2023-05-27,8140.500451388889,6952.213784722222,223.45746527777777
NSW1,2023-05-28,8239.307604166666,7408.394201388888,116.99381944444445
NSW1,2023-05-29,8320.878958333335,7673.396944444444,107.82708333333333
NSW1,2023-05-30,8301.872638888888,7801.144583333334,428.6972916666666
NSW1,2023-05-31,8272.421354166667,7559.226805555555,111.74621527777778
NSW1,2023-06-01,8181.224965277778,7806.552743055556,134.7138541666667
NSW1,2023-06-02,8104.727395833334,7972.177881944444,143.83493055555556
NSW1,2023-06-03,7403.375416666667,7058.215138888889,105.61378472222222
NSW1,2023-06-04,7536.910069444445,6958.422881944444,82.73159722222222
NSW1,2023-06-05,8163.140347222222,7707.131631944445,86.69604166666666
NSW1,2023-06-06,8247.998194444444,7219.993125,110.62204861111111
NSW1,2023-06-07,7954.2020486111105,7029.634895833334,80.49951388888888
NSW1,2023-06-08,8534.869097222221,7844.100694444444,99.6459375
NSW1,2023-06-09,8168.759756944444,7607.513263888888,83.14555555555555
NSW1,2023-06-10,7820.033229166666,7162.936493055556,89.9690625
NSW1,2023-06-11,7803.558368055556,7104.135937499999,105.81625000000001
NSW1,2023-06-12,8086.786458333333,7348.212187499999,115.66381944444444
NSW1,2023-06-13,8495.350972222222,8047.278125000001,111.69357638888889
NSW1,2023-06-14,8457.486701388889,7888.1030902777775,83.30864583333333
NSW1,2023-06-15,8726.377916666666,7749.673020833334,95.72097222222222
NSW1,2023-06-16,8592.204791666667,7468.854444444445,84.36618055555556
NSW1,2023-06-17,8107.632604166666,7169.9728125,102.13461805555556
NSW1,2023-06-18,8055.189895833333,7158.749513888889,81.58045138888889
NSW1,2023-06-19,9134.951736111112,8498.666770833333,158.86336805555555
NSW1,2023-06-20,9479.873159722223,8809.868784722223,155.450625
NSW1,2023-06-21,9625.183923611112,8776.598368055556,213.25736111111112
NSW1,2023-06-22,9831.024618055555,8964.882361111111,130.43659722222222
NSW1,2023-06-23,8728.518993055557,8325.358958333332,86.93503472222223
NSW1,2023-06-24,8025.342604166666,7212.071423611112,62.68472222222223
NSW1,2023-06-25,7845.859722222222,7166.442986111111,56.99211805555555
NSW1,2023-06-26,8475.050625,7755.791076388889,90.53961805555555
NSW1,2023-06-27,8745.110590277778,7907.178993055555,109.24704861111111
NSW1,2023-06-28,9629.7103125,8709.578819444445,129.5675347222222
NSW1,2023-06-29,9124.759097222222,8318.651180555556,82.27486111111111
NSW1,2023-06-30,8954.405104166666,7994.046180555555,81.9084375
NSW1,2023-07-01,8302.470868055556,7396.806909722222,117.7159722222222
NSW1,2023-07-02,8123.613784722223,7484.615034722222,108.23079861111111
NSW1,2023-07-03,8801.945104166667,8425.556145833332,166.17649305555557
NSW1,2023-07-04,9093.903125,8788.313229166666,153.5051736111111
NSW1,2023-07-05,8155.270277777778,7587.088263888889,86.67013888888889
NSW1,2023-07-06,8480.711597222222,7337.218298611111,77.156875
NSW1,2023-07-07,8306.961041666666,7414.202361111111,47.157812500000006
NSW1,2023-07-08,7804.000138888889,6736.801458333333,35.44708333333333
NSW1,2023-07-09,7450.311354166666,6511.281041666666,36.20638888888889
NSW1,2023-07-10,8121.519479166666,6864.690833333333,58.71569444444444
NSW1,2023-07-11,8467.053124999999,7439.787118055556,92.93343750000001
NSW1,2023-07-12,8417.925486111111,7007.409618055555,74.78746527777778
NSW1,2023-07-13,8337.876562500001,6863.021041666667,71.23395833333333
NSW1,2023-07-14,8120.870069444445,6935.365381944444,44.86184027777777
NSW1,2023-07-15,7446.873958333334,6741.676180555555,63.815381944444454
NSW1,2023-07-16,7703.464965277778,6680.299444444445,92.68020833333334
NSW1,2023-07-17,8247.795347222222,7350.311979166667,99.04506944444444
NSW1,2023-07-18,8256.2453125,7436.261423611111,81.68524305555555
NSW1,2023-07-19,8541.371354166668,7555.424444444445,94.74770833333334
NSW1,2023-07-20,8943.240381944444,8031.473993055555,69.25520833333333
NSW1,2023-07-21,8908.552256944444,8110.243506944444,97.37506944444445
NSW1,2023-07-22,8194.729270833333,7018.260520833333,78.69625
NSW1,2023-07-23,8091.3547569444445,7253.1189583333335,82.05843750000001
NSW1,2023-07-24,8715.339583333332,8504.066041666667,114.59489583333334
NSW1,2023-07-25,8632.322326388889,8268.399652777778,118.53618055555555
NSW1,2023-07-26,8421.582881944445,7593.076041666666,109.17857638888889
NSW1,2023-07-27,8326.341875,7151.294027777778,70.29388888888889
NSW1,2023-07-28,8165.095798611111,7082.369201388889,89.57565972222223
NSW1,2023-07-29,7271.575347222222,6099.559513888888,66.01131944444444
NSW1,2023-07-30,6834.0368055555555,5667.780868055555,43.56805555555556
NSW1,2023-07-31,7446.395659722223,6373.094409722222,66.65329861111111
NSW1,2023-08-01,7834.350798611111,6930.105763888889,227.96170138888888
NSW1,2023-08-02,8304.728055555555,7357.841562500001,92.9196875
NSW1,2023-08-03,7924.431701388889,6835.089895833333,77.07559027777778
NSW1,2023-08-04,7693.365624999999,6727.248784722222,43.13444444444444
NSW1,2023-08-05,7729.233055555556,6487.382847222222,68.82069444444444
NSW1,2023-08-06,7693.564583333334,6695.7667013888895,79.88788194444444
NSW1,2023-08-07,8431.260729166666,7721.223958333333,90.81333333333333
NSW1,2023-08-08,8226.857534722223,7720.718298611111,102.0382986111111
NSW1,2023-08-09,7874.937951388889,6816.154097222223,57.87645833333334
NSW1,2023-08-10,7849.36548611111,7501.053020833333,71.620625
NSW1,2023-08-11,7882.0031944444445,6881.8571180555555,76.15510416666666
NSW1,2023-08-12,7488.4676736111105,6461.376666666667,81.83815972222222
NSW1,2023-08-13,7661.252743055556,6448.036354166667,95.56753472222222
NSW1,2023-08-14,8599.041840277778,7848.545034722223,152.96708333333333
NSW1,2023-08-15,8367.954513888888,7230.2202777777775,280.25940972222224
NSW1,2023-08-16,8300.473923611113,7451.241979166666,129.10010416666668
NSW1,2023-08-17,8083.118298611111,6935.614756944445,94.73069444444444
NSW1,2023-08-18,7957.617152777779,7212.999097222222,69.18774305555556
NSW1,2023-08-19,7486.280486111111,6341.197361111112,40.43798611111111
NSW1,2023-08-20,6950.092951388889,5895.009999999999,65.89253472222222
NSW1,2023-08-21,7513.317152777778,6404.195729166667,95.90923611111111
NSW1,2023-08-22,7647.3019791666675,6597.045416666667,102.23430555555555
NSW1,2023-08-23,7719.336666666666,6675.403472222222,100.69725694444445
NSW1,2023-08-24,7767.253541666667,6303.942326388888,81.22229166666666
NSW1,2023-08-25,7573.377291666668,6354.8147569444445,75.79736111111112
NSW1,2023-08-26,7084.110798611111,5998.833229166667,64.7590625
NSW1,2023-08-27,6807.861909722222,5679.444305555556,66.26697916666666
NSW1,2023-08-28,7470.614097222222,6596.7122222222215,101.66871527777778
NSW1,2023-08-29,7345.341006944444,6257.7155555555555,62.06840277777778
NSW1,2023-08-30,7474.086354166667,6460.538854166666,80.65017361111111
NSW1,2023-08-31,7411.989305555555,6412.781423611112,63.02784722222222
NSW1,2023-09-01,7485.438055555556,6854.760590277778,99.64722222222223
NSW1,2023-09-02,6993.347604166667,6346.036493055555,81.20131944444444
NSW1,2023-09-03,6619.026354166667,5654.400729166667,46.82173611111111
NSW1,2023-09-04,7228.853923611111,6334.746006944445,203.004375
NSW1,2023-09-05,6916.424652777778,6411.052395833333,48.99166666666667
NSW1,2023-09-06,7132.993125,6368.082847222223,72.05506944444444
NSW1,2023-09-07,7115.853263888889,6164.336111111112,53.69631944444445
NSW1,2023-09-08,7545.044722222222,6755.1728125,56.72326388888889
NSW1,2023-09-09,6754.453645833333,5970.477465277778,42.67104166666667
NSW1,2023-09-10,6790.015451388888,5753.895173611111,65.5148611111111
NSW1,2023-09-11,7354.020069444444,6500.124305555556,97.2590625
NSW1,2023-09-12,7391.968784722221,6285.090208333333,95.65663194444444
NSW1,2023-09-13,7066.7257291666665,6211.1099652777775,81.14621527777778
NSW1,2023-09-14,6946.061284722222,5990.611979166667,61.26708333333334
NSW1,2023-09-15,6770.783993055556,5791.281006944444,41.42590277777778
NSW1,2023-09-16,6267.129305555555,5398.100416666666,29.08350694444444
NSW1,2023-09-17,6164.5009375,5320.247430555555,35.92743055555556
NSW1,2023-09-18,6988.388819444444,6379.946666666667,79.03680555555555
NSW1,2023-09-19,7150.815034722222,6357.632048611111,52.63336805555556
NSW1,2023-09-20,7288.176597222222,6768.791458333333,47.97465277777778
NSW1,2023-09-21,6760.439375,6404.1278125,66.35756944444444
NSW1,2023-09-22,6915.436111111111,6605.427777777778,55.906909722222224
NSW1,2023-09-23,6543.899305555556,6152.783784722222,39.72638888888889
NSW1,2023-09-24,6213.441840277777,5505.245208333334,32.98
NSW1,2023-09-25,6575.068229166666,6024.629097222222,53.93934027777778
NSW1,2023-09-26,6878.095173611111,6450.532048611111,83.52152777777778
NSW1,2023-09-27,6887.935590277778,6169.542291666667,59.803333333333335
NSW1,2023-09-28,7044.006180555556,6612.078055555556,67.95548611111111
NSW1,2023-09-29,6677.421319444445,6148.538194444444,46.16354166666667
NSW1,2023-09-30,6240.766006944445,5453.064375,38.11454861111111
NSW1,2023-10-01,6416.331388888889,5637.912708333333,14.221527777777778
NSW1,2023-10-02,6105.210868055556,5258.511493055556,31.694791666666667
NSW1,2023-10-03,7300.615798611111,6846.234409722222,80.08510416666667
NSW1,2023-10-04,7504.892951388889,7305.1447916666675,71.48534722222222
NSW1,2023-10-05,6434.644618055555,6701.628611111111,28.501979166666665
NSW1,2023-10-06,6708.705590277777,6090.7803125,58.030659722222225
NSW1,2023-10-07,6126.904131944444,5554.588333333333,41.00048611111111
NSW1,2023-10-08,5929.431979166667,5391.581631944445,40.74409722222222
NSW1,2023-10-09,6373.96875,5729.774583333334,40.328576388888884
NSW1,2023-10-10,6638.986770833333,5734.172361111111,70.75961805555556
NSW1,2023-10-11,6534.324652777777,5446.431527777778,44.97083333333333
NSW1,2023-10-12,6839.383958333334,5901.529652777778,42.34381944444445
NSW1,2023-10-13,6265.387395833333,5710.164270833334,21.59434027777778
NSW1,2023-10-14,6020.259826388889,5530.258055555556,14.81545138888889
NSW1,2023-10-15,5912.405798611111,5500.885590277778,30.960694444444446
NSW1,2023-10-16,6732.445451388889,6030.490729166667,37.378819444444446
NSW1,2023-10-17,6814.0226041666665,6385.2484375,49.92666666666666
NSW1,2023-10-18,6652.371770833333,6114.581180555555,69.77378472222222
NSW1,2023-10-19,6679.062256944444,6099.947881944445,63.783090277777774
NSW1,2023-10-20,6507.176944444444,5844.434652777778,39.86951388888889
NSW1,2023-10-21,6210.7325,5352.263715277778,29.338749999999997
NSW1,2023-10-22,5919.945451388889,5532.258229166667,10.532743055555557
NSW1,2023-10-23,6451.844479166666,6607.834826388888,38.06798611111111
NSW1,2023-10-24,6897.723229166667,6536.1328125,50.99993055555555
NSW1,2023-10-25,6650.4496875,6650.528611111111,28.45149305555556
NSW1,2023-10-26,7190.659930555556,6809.179548611111,69.63934027777778
NSW1,2023-10-27,6951.354305555556,6490.220590277778,47.4759375
NSW1,2023-10-28,6299.423472222222,5441.167048611112,28.909166666666668
NSW1,2023-10-29,5869.696111111111,5693.995520833333,32.368993055555556
NSW1,2023-10-30,6835.728958333333,6368.325034722223,33.05336805555556
NSW1,2023-10-31,6708.296875,6755.1866666666665,43.52583333333334
NSW1,2023-11-01,6651.232638888889,6460.176736111111,58.892361111111114
NSW1,2023-11-02,6676.922326388889,6394.233645833334,56.62986111111111
NSW1,2023-11-03,6889.081944444445,6593.585034722222,57.41631944444445
NSW1,2023-11-04,6662.293263888889,6061.451701388889,54.71621527777778
NSW1,2023-11-05,6687.449166666667,6267.1015625,55.17024305555556
NSW1,2023-11-06,6848.471527777778,6248.664826388889,64.96173611111111
NSW1,2023-11-07,6615.002847222222,5827.8871875,56.27569444444444
NSW1,2023-11-08,6855.870520833333,5994.241805555555,125.79055555555556
NSW1,2023-11-09,7137.953194444444,6230.778402777778,183.6196527777778
NSW1,2023-11-10,6853.001840277778,6100.6016666666665,90.17513888888888
NSW1,2023-11-11,6748.307673611112,5985.550590277778,115.28961805555556
NSW1,2023-11-12,6471.339965277777,5648.853645833334,120.69256944444444
NSW1,2023-11-13,6836.483958333333,6153.296840277778,107.08649305555555
NSW1,2023-11-14,7004.592465277778,6364.598263888889,152.70302083333334
NSW1,2023-11-15,7210.946631944444,6722.7851736111115,129.86277777777778
NSW1,2023-11-16,7276.886840277777,6889.251284722222,174.84510416666666
NSW1,2023-11-17,6689.739791666667,6409.158368055556,92.87166666666667
NSW1,2023-11-18,6039.854409722222,5785.233576388889,61.96357638888888
NSW1,2023-11-19,6083.637152777777,5849.5145486111105,78.22621527777778
NSW1,2023-11-20,7446.491076388889,6794.808090277777,117.5597222222222
NSW1,2023-11-21,7133.083229166667,6563.621909722223,108.56277777777778
NSW1,2023-11-22,7203.363020833333,6628.2271527777775,79.37527777777778
NSW1,2023-11-23,7220.137881944444,6731.420625,68.7371875
NSW1,2023-11-24,7463.785173611111,6937.891076388889,87.47111111111111
NSW1,2023-11-25,7027.416840277778,6608.187291666666,71.94399305555555
NSW1,2023-11-26,6519.182013888889,6463.555972222222,43.224513888888886
NSW1,2023-11-27,7281.904687499999,7227.721701388889,58.12847222222222
NSW1,2023-11-28,7750.617430555555,7308.215486111111,68.04465277777778
NSW1,2023-11-29,7471.469965277778,6575.890625,47.224583333333335
NSW1,2023-11-30,7181.648854166667,6476.298680555556,33.142187500000006
NSW1,2023-12-01,7208.726180555555,6804.514583333334,65.750625
NSW1,2023-12-02,6866.228993055555,6242.813784722222,63.12923611111111
NSW1,2023-12-03,6199.058020833333,6366.4911111111105,32.586111111111116
NSW1,2023-12-04,6932.041180555556,6927.941354166667,76.01614583333334
NSW1,2023-12-05,7684.206875,7461.538541666667,102.41895833333334
NSW1,2023-12-06,7524.868541666667,7456.899583333334,73.56416666666667
NSW1,2023-12-07,7809.202881944445,7823.5790625,102.20694444444445
NSW1,2023-12-08,8794.254270833333,8326.312777777777,176.02774305555556
NSW1,2023-12-09,9114.088993055555,8892.30951388889,71.60336805555556
NSW1,2023-12-10,7518.873541666667,7088.677986111111,38.99291666666667
NSW1,2023-12-11,8322.250486111112,8070.581111111111,91.81746527777779
NSW1,2023-12-12,8279.647777777778,8184.932638888889,90.12409722222223
NSW1,2023-12-13,8459.014201388889,8329.004513888889,84.72475694444444
NSW1,2023-12-14,9295.459340277777,8813.6878125,115.96065972222222
NSW1,2023-12-15,8015.533472222222,8268.776840277778,84.45263888888888
NSW1,2023-12-16,7408.857812499999,7616.642048611112,61.87597222222222
NSW1,2023-12-17,6949.9546875,7182.333541666667,80.23864583333334
NSW1,2023-12-18,8370.924270833333,8173.577118055556,109.27718750000001
NSW1,2023-12-19,9011.910763888889,8309.521944444445,74.71288194444445
NSW1,2023-12-20,7716.9681597222225,7561.6255902777775,58.411145833333336
NSW1,2023-12-21,6989.377083333334,6945.291111111112,52.08399305555556
NSW1,2023-12-22,6367.870520833333,6290.909965277778,33.27704861111111
NSW1,2023-12-23,6173.701527777778,5453.783993055556,40.203090277777775
NSW1,2023-12-24,6467.320694444445,6122.323194444445,46.60715277777778
NSW1,2023-12-25,5952.957291666667,5417.929548611111,9.67048611111111
NSW1,2023-12-26,6377.368229166666,5706.600381944444,39.013125
NSW1,2023-12-27,6616.985972222222,6666.597152777777,57.204027777777775
NSW1,2023-12-28,6719.938194444444,6793.866909722222,50.326388888888886
NSW1,2023-12-29,7008.032152777778,6523.725833333334,74.79041666666666
NSW1,2023-12-30,6084.669305555555,6469.573958333333,30.56059027777778
NSW1,2023-12-31,6392.469618055556,6155.179965277778,28.368645833333332
QLD1,2023-01-01,5431.789340277778,6064.3758333333335,66.27815972222223
QLD1,2023-01-02,5516.300104166667,6217.514479166666,74.79059027777777
QLD1,2023-01-03,5874.997152777778,6462.475069444445,75.82722222222223
QLD1,2023-01-04,6371.968923611112,6703.4319444444445,96.33527777777778
QLD1,2023-01-05,6431.793854166666,6652.198229166667,86.365625
QLD1,2023-01-06,5915.707673611111,6363.757118055556,67.41104166666668
QLD1,2023-01-07,5658.311076388889,5995.357638888889,46.7159375
QLD1,2023-01-08,5784.6594444444445,6014.290868055556,53.775555555555556
QLD1,2023-01-09,6385.437777777778,6545.971527777778,103.89458333333333
QLD1,2023-01-10,6298.468576388888,6329.044826388888,91.90791666666667
QLD1,2023-01-11,6229.935312500001,6437.324548611111,108.21892361111111
QLD1,2023-01-12,6191.316215277778,6456.382013888889,112.00784722222221
QLD1,2023-01-13,6093.148472222222,6310.431284722222,131.56954861111112
QLD1,2023-01-14,5775.960798611111,6141.005451388889,99.03743055555555
QLD1,2023-01-15,5474.65125,5809.589513888889,69.94923611111112
QLD1,2023-01-16,6257.512569444445,6458.711111111112,105.46201388888889
QLD1,2023-01-17,6094.463784722222,6535.626666666667,95.32347222222222
QLD1,2023-01-18,5884.120034722222,6561.56,64.66635416666666
QLD1,2023-01-19,5979.969166666666,6731.2165277777785,64.09826388888888
QLD1,2023-01-20,6239.474583333333,6663.647013888889,61.96048611111111
QLD1,2023-01-21,5629.617673611111,6376.134027777778,53.34899305555555
QLD1,2023-01-22,5771.240763888889,6466.607326388888,70.1823611111111
QLD1,2023-01-23,6452.412013888888,6963.666875,104.4646875
QLD1,2023-01-24,6779.625138888889,7243.7593402777775,112.42055555555555
QLD1,2023-01-25,6870.0503125,7216.270902777778,119.48493055555556
